title,year,date,url,comments,cats
Housing group lobbies state politicians,2018,Apr 10th,http://www.star-revue.com/housing-group-lobbies-state-politicians/,,['Carroll Gardens Association']
How can Red Hook maximize waterways? One local has a plan,2017,Jul 5th,http://www.star-revue.com/can-red-hook-maximize-waterways-one-local-plan/,,"['Transportation', 'Trucks']"
Huge CB6 meeting TONIGHT regarding the future of the Red Hook Library,2014,Jul 24th,http://www.star-revue.com/huge-cb6-meeting-tonight-regarding-future-red-hook-library/,,"['Carlos Menchaca', 'Red Hook Library']"
"Hugs in a time of Trump, by George Fiala",2017,Feb 9th,http://www.star-revue.com/hugs-time-trump-george-fiala/,1,"['Bars', 'Carlos Menchaca', 'Trump']"
I Hate Newspaper Columns,2019,Jan 4th,http://www.star-revue.com/i-hate-newspaper-columns/,1,"['News', 'Quality of Life Issues']"
"IKEA and Goodwill partner to repurpose furniture, by Kimberly Gail Price",2017,Apr 14th,http://www.star-revue.com/ikea-goodwill-partner-repurpose-furniture/,1,['Uncategorized']
IKEA and the Star-Revue present “Celebrating Red Hook Day” Saturday July 12,2014,Jul 6th,http://www.star-revue.com/ikea-and-the-star-revue-present-celebrating-red-hook-day-saturday-july-12/,2,"['Arts', 'Music']"
"IN BRIEF, by the Star-Revue Staff",2017,May 1st,http://www.star-revue.com/brief-star-revue-staff/,,['Waterfront']
"If you don’t know what you’re talking about, NY Times, please don’t talk",2013,Feb 28th,http://www.star-revue.com/if-you-dont-know-what-youre-talking-about-ny-times-please-dont-talk/,2,['Editorials']
Images from LICH,2013,Jul 22nd,http://www.star-revue.com/images-from-lich/,1,"['LICH', 'Uncategorized']"
Important Community Board 6 Meeting regarding Red Hook’s future – public encouraged to show up tomorrow,2016,Dec 21st,http://www.star-revue.com/important-community-board-6-meeting-regarding-red-hooks-future-public-encouraged-show-tomorrow/,1,['Real Estate']
"Important RH Houses Construction update at the Miccio – tomorrow at 6:30, by Nathan Weiser",2018,Feb 6th,http://www.star-revue.com/important-rh-houses-construction-update-at-the-miccio-tomorrow-at-630-by-nathan-weiser/,,['NYCHA']
"In Dynamic Neighborhood, Conservancy’s Mission Remains Unchanged, by Keith J. Klein",2014,Jul 22nd,http://www.star-revue.com/dynamic-neighborhood-conservancys-mission-remains-unchanged-keith-j-klein/,,"['Community Organizations', 'Gowanus Canal']"
"In Red Hook we take care of our own, by Carlos Menchaca",2015,May 1st,http://www.star-revue.com/in-red-hook-we-take-care-of-our-own-by-carlos-menchaca/,1,"['Carlos Menchaca', 'NYCHA', 'Op Ed', 'Red Hook Houses', 'Red Hook Senior Center']"
"In Theatre of the Oppressed, youth become protagonists of their own dramas, by Sarah Matusek",2017,Jun 20th,http://www.star-revue.com/theatre-oppressed-youth-become-protagonists-dramas-sarah-matusek/,,"['Arts', 'Red Hook Justice Center', 'Theater']"
Incoming Karaoke-Type Nightclub in Red Hook Raises Some Concerns,2019,Mar 31st,http://www.star-revue.com/incoming-karaoke-type-nightclub-in-red-hook-raises-some-concerns/,1,"['Bars', 'Nightlife', 'Quality of Life Issues', 'Red Hook']"
"Increased WIFI access planned for Red Hook, by Nathan Weiser",2017,Feb 28th,http://www.star-revue.com/increased-wifi-access-planned-red-hook-nathan-weiser/,,"['Community Organizations', 'Red Hook Non Profits']"
"Indie Pop-Up Concert Gets Red Hook Debut, by Sarah Matusek",2017,May 15th,http://www.star-revue.com/indie-pop-concert-gets-red-hook-debut-sarah-matusek/,,"['Music', 'Waterfront']"
"Intercourse is a Pioneerworks romp  through current art and science,  by George Fiala",2014,Nov 11th,http://www.star-revue.com/intercourse-pioneerworks-romp-current-art-science-george-fiala/,,"['Arts', 'Feature Story']"
Is de Blasio the next to go? Op-Ed by George Fiala,2016,Apr 22nd,http://www.star-revue.com/de-blasio-next-go-op-ed-george-fiala/,1,['Op Ed']
"Italian couple migrates to Carroll Gardens to bring us a missing Italian specialty, by Mary Anne Pietanza",2018,Feb 20th,http://www.star-revue.com/italian-couple-migrates-carroll-gardens-bring-us-missing-italian-specialty-mary-anne-pietanza/,3,['Carroll Gardens']
"It’s Back To School time, by the Star-Revue staff",2016,Sep 7th,http://www.star-revue.com/back-school-time-robert-hall-gone-star-revue-staff/,,['Education']
"It’s NYC vs. EPA at monthly CAG meeting, by George Fiala",2014,Jun 25th,http://www.star-revue.com/its-nyc-vs-epa-at-monthly-cag-meeting-by-george-fiala/,1,['Gowanus Canal']
It’s the Year of the Pig!!!,2019,Feb 4th,http://www.star-revue.com/its-the-year-of-the-pig/,,"['Kids', 'Sunset Park']"
Jaimie Walker artist wins Superheroes NYC Brooklyn Poster Project,2018,Aug 5th,http://www.star-revue.com/jaimie-walker-august-artist-chosen-superheroes-nyc-brooklyn-poster-project/,,['Arts']
"Jalopy Benefit for victims of mother nature to feature cool local acts, by Michael Cobb",2017,Oct 9th,http://www.star-revue.com/jalopy-benefit-victims-mother-nature-features-cool-local-acts-michael-cobb/,,['Music']
"Jalopy offers poignant one-woman show, by Sofia Baluyut",2017,Jul 3rd,http://www.star-revue.com/jalopy-offers-poignant-one-woman-show-sofia-baluyut/,,['Arts']
Jam’it adds Caribbean spice to the hood,2019,Mar 9th,http://www.star-revue.com/jamit-adds-caribbean-spice-to-the-hood/,2,"['Food', 'Red Hook']"
"Jan Bell grows a significant music festival in DUMBO and Red Hook, by Nathan Weiser",2017,Sep 20th,http://www.star-revue.com/jan-bell-grows-significant-music-festival-dumbo-red-hook/,1,['Music']
January Art Events,2019,Jan 7th,http://www.star-revue.com/january-art-events/,,"['Arts', 'Carroll Gardens', 'Kentler Gallery', 'Pioneer Works', 'Red Hook', 'Van Brunt Street']"
January Music Calendar compiled by Jaimie Branch,2019,Jan 4th,http://www.star-revue.com/january-music-calendar/,,"['Bars', 'Music']"
"Job training opportunity in the solar industry, by Nathan Weiser",2018,Jan 8th,http://www.star-revue.com/job-training-opportunity-solar-industry-nathan-weiser/,1,['Brooklyn Workforce Innovations']
"John Burkard on his son, originally published February 2012",2015,Feb 18th,http://www.star-revue.com/john-burkard-son-originally-published-february-2012/,1,"['Feature Story', 'Red Hook History']"
John Carlson’s “Buzz” at Public Records,2019,May 1st,http://www.star-revue.com/john-carlsons-buzz-at-public-records/,,['Music']
Josh Parker lectures on Red Hook’s past fires by Kimberly Gail Price,2013,Jul 9th,http://www.star-revue.com/josh-parker-lectures-on-red-hooks-past-fires-by-kimberly-gail-price/,,"['Arts', 'Feature Story']"
"Judge Judith S. Kaye’s lasting legacy in Red Hook,  by Kimberly Gail Price",2016,Apr 5th,http://www.star-revue.com/judge-judith-s-kayes-lasting-legacy-red-hook-kimberly-gail-price/,2,['Red Hook Justice Center']
Just Say No to NYCHA Privatization,2019,Feb 1st,http://www.star-revue.com/just-say-no-to-nycha-privatization/,1,['NYCHA']
"Justice Center celebrates Bridging the Gap birthday, by Sarah Matusek",2017,Jul 20th,http://www.star-revue.com/justice-center-celebrates-bridging-gap-birthday-sarah-matusek/,,"['Court System', 'Red Hook Justice Center']"
"Keeping a Carroll Gardens tradition alive, by Mary Ann Pietanza",2015,Nov 18th,http://www.star-revue.com/keeping-a-carroll-gardens-tradition-alive-by-mary-ann-pietanza/,1,['History']
"Keeping an Italian tradition alive while it becomes newly mainstream, by Mary Ann Pietanza",2017,Sep 25th,http://www.star-revue.com/keeping-italian-tradition-alive-becomes-newly-mainstream-mary-ann-pietanza/,,['Gardening']
Kenniston at Jalopy Theater,2018,Dec 1st,http://www.star-revue.com/kenniston-at-jalopy-theater/,,['Music']
"Kentler’s annual benefit always a winner, by Halley Bondy",2016,May 14th,http://www.star-revue.com/kentlers-annual-benefit-always-winner-halley-bondy/,,['Arts']
Kickin’ Cancer Benefit at Rocky Sullivan’s August 17,2018,Aug 5th,http://www.star-revue.com/kickin-cancer-benefit-rocky-sullivans-august-17/,,"['Arts', 'Entertainment', 'Music']"
"Kimberly’s words on Sandy, One Year On",2013,Oct 29th,http://www.star-revue.com/kimberlys-words-on-sandy-one-year-on/,1,['Sandy Related']
Kirsten Gillibrand’s Period of Adjustment,2019,Apr 3rd,http://www.star-revue.com/kirsten-gillibrands-period-of-adjustment/,,['Books']
Kristin Fields’ A Lily in the Light,2019,Mar 9th,http://www.star-revue.com/7152-2/,,['Books']
Kukla and Ambrose talk color and art at Kentler by Jherelle Benn,2013,Oct 22nd,http://www.star-revue.com/kukla-and-ambrose-talk-color-and-art-at-kentler-by-jherelle-benn/,,['Arts']
LEGAL NOTICE – SBIDC,2017,Jan 26th,http://www.star-revue.com/legal-notice-sbidc/,,['Legal Notice']
"LENZ IN FOCUS: Justin leads the 76th,  by Harrison Neuhaus",2014,Aug 19th,http://www.star-revue.com/lenz-focus-justin-leads-76th-harrison-neuhaus/,,"['Feature Story', 'Police']"
LICH Officially Saved (Kimberly knew it all the time),2013,Apr 26th,http://www.star-revue.com/lich-officially-saved-kimberly-knew-it-all-the-time/,1,['LICH']
LICH RALLY TUESDAY!,2013,Jun 24th,http://www.star-revue.com/lich-rally-tuesday/,,"['LICH', 'Uncategorized']"
"LICH Unraveling Continues, by Kimberly Gail Price",2013,Jun 8th,http://www.star-revue.com/lich-unraveling-continues-by-kimberly-gail-price/,30,['LICH']
"LICH closing averted, at least temporarily, by Nic Cavell",2013,Mar 4th,http://www.star-revue.com/lich-closing-averted-at-least-temporarily-by-nic-cavell/,3,['LICH']
"LICH wins in court yet again, by George Fiala",2013,Aug 17th,http://www.star-revue.com/lich-wins-in-court-yet-again-by-george-fiala/,3,['LICH']
Lady Eagles Attract College Interest,2018,Oct 10th,http://www.star-revue.com/lady-eagles-attract-college-interest/,,['Summit Academy']
Lady Eagles Tie for Third in AA Division!,2019,Jan 26th,http://www.star-revue.com/lady-eagles-tie-for-third-in-aa-division/,,"['Sports', 'Summit Academy']"
"Laissez les Bons Temps Rouler at the Red Hook Library, by Kimberly Gail Price",2017,Mar 9th,http://www.star-revue.com/laissez-les-bons-temps-rouler-red-hook-library-kimberly-gail-price/,,['Red Hook Library']
"Large Snakes Found Dead at Valentino Pier, by Sarah Matusek",2017,Jul 24th,http://www.star-revue.com/large-snakes-found-dead-valentino-pier-sarah-matusek/,,['Environment']
Last Minute Shopping Hours in the Neighborhood!!!,2018,Dec 24th,http://www.star-revue.com/last-minute-shopping-hours-in-the-neighborhood/,1,['Shopping']
Leaders want to restore and reclaim Red Hook,2018,Mar 16th,http://www.star-revue.com/leaders-want-restore-reclaim-red-hook/,,['Red Hook Initiative']
"Learning Civic Engagement at the Youth Court, by Nathan Weiser",2019,Mar 31st,http://www.star-revue.com/learning-civic-engagement-at-the-youth-court/,,"['Civic', 'Red Hook Justice Center']"
"Leaving Piles of Sitt In Red Hook, commentary by George Fiala",2018,Mar 4th,http://www.star-revue.com/leaving-piles-sitt-red-hook-commentary-george-fiala/,,"['Real Estate', 'Waterfront']"
Leftovers  ,2019,Jan 4th,http://www.star-revue.com/leftovers/,,"['Red Hook Stories', 'Van Brunt Street']"
"Lenten season begins this month, by Laura Eng",2018,Feb 14th,http://www.star-revue.com/lenten-season-begins-month/,,['Religious News']
"Letters to the EPA, edited by George Fiala",2013,Oct 7th,http://www.star-revue.com/letters-to-the-epa-edited-by-george-fiala/,1,"['Feature Story', 'Gowanus Canal']"
Let’s Give ‘Em Something to Talk About: Women & Food,2019,Mar 9th,http://www.star-revue.com/lets-give-em-something-to-talk-about-women-food/,2,['Food']
"Lillie Marshall fields housing complaints at monthly tenant meeting, by George Fiala",2014,Apr 9th,http://www.star-revue.com/lillie-marshall-fields-housing-complaints-at-monthly-tenant-meeting-by-george-fiala/,,"['NYCHA', 'Red Hook Houses']"
Linda Gibbs speaks at the Red Hook Houses.,2013,Jun 20th,http://www.star-revue.com/linda-gibbs-speaks-at-the-red-hook-houses/,,['Uncategorized']
"Little Laffs gets Big Laughs,  by Halley Bondy",2016,Aug 30th,http://www.star-revue.com/little-laffs-gets-big-laughs-halley-bondy/,1,"['Arts', 'Kids']"
"Local Clergy React to Increasing Violence, by Laura Eng",2016,Aug 8th,http://www.star-revue.com/local-clergy-react-increasing-violence-laura-eng/,,['Religious News']
"Local Clergy Respond to Travel Ban and Immigration Issues, by Laura Eng",2017,Mar 6th,http://www.star-revue.com/local-clergy-respond-travel-ban-immigration-issues-laura-eng/,,['Religious News']
Local Holiday Gift Guide 2018 Story and photo by Erin DeGregorio,2018,Dec 4th,http://www.star-revue.com/local-holiday-gift-guide-2018-story-and-photos-by-erin-degregorio/,,"['Carroll Gardens', 'Cobble Hill', 'Court Street', 'Holidays', 'Red Hook', 'Shopping']"
Local Home Cooks Tackle The Ultimate Comfort Food at the Brooklyn Casserole Takedown,2018,Nov 7th,http://www.star-revue.com/local-home-cooks-tackle-ultimate-comfort-food-brooklyn-casserole-takedown/,,['Food']
Local Mom & Group Organizer Kathy Park Price Kicks Off Civic Engagement Conversations,2019,May 5th,http://www.star-revue.com/local-mom-group-organizer-kathy-park-price-kicks-off-civic-engagement-conversations/,0,"['Civic', 'Community Board 6']"
"Local Pizzerias You Knead To Check Out, by Erin DeGregorio",2018,Oct 3rd,http://www.star-revue.com/local-pizzerias-knead-check/,1,['Food']
Local Pol Comments on EDC’S Latest Decision Regarding the BQX Project,2019,Mar 9th,http://www.star-revue.com/local-pol-comments-on-edcs-latest-decision-regarding-the-bqx-project/,1,"['BQX', 'Columbia Street']"
Local Pol makes Daily News Front Page,2019,Jan 4th,http://www.star-revue.com/local-pol-makes-daily-news-front-page/,2,"['Carlos Menchaca', 'News']"
"Local land-use expert holds open office hours, by Noah Phillips",2016,Dec 26th,http://www.star-revue.com/local-land-use-expert-holds-open-office-hours-noah-phillips/,,['Real Estate']
"Local parishioners attend various Papal events, including religious calendars, by Laura Eng",2015,Oct 7th,http://www.star-revue.com/local-parishioners-attend-various-papal-events-including-religious-calendars-by-laura-eng/,,['Religious News']
Local student wins the prestigious Curtis Scholarship,2017,Oct 12th,http://www.star-revue.com/local-student-wins-prestigious-curtis-scholarship/,1,['South Brooklyn Community High School']
Locals to MTA: Bring the B71 Back! by Nathan Weiser,2017,Jan 23rd,http://www.star-revue.com/locals-mta-bring-b71-back-nathan-weiser/,1,['Transportation']
"Locals want to put brakes on Tesla, carshare pilot program, by Brian Abate",2018,Jun 8th,http://www.star-revue.com/locals-want-put-brakes-tesla-carshare-pilot-program-brian-abate/,2,"['76th Precinct', 'Carlos Menchaca', 'Local Issues - Red Hook', 'Parking', 'Red Hook', 'Transportation']"
"Locals want to put brakes on Tesla, carshare, by Brian Abate",2018,Jul 19th,http://www.star-revue.com/locals-want-put-brakes-tesla-carshare/,2,['76th Precinct']
"Look, Tweedledee. It’s an actual event",2013,Feb 1st,http://www.star-revue.com/robin-williams-plays-golf-in-red-hook/,,['Satire']
"Looking Back: A Brief History of 360 Van Brunt Street, by Halley Bondy",2015,Sep 14th,http://www.star-revue.com/looking-back-a-brief-history-of-360-van-brunt-street-by-halley-bondy/,2,"['Red Hook Merchants', 'Red Hook Shopping']"
Lou Sones speaks at Reg Flowers’ Gowanus meeting last week,2013,Apr 23rd,http://www.star-revue.com/lou-sones-speaks-at-reg-flowers-gowanus-meeting-last-week/,1,['Gowanus Canal']
Love Notes from our readers – compiled by Kimberly Gail Price,2015,Feb 13th,http://www.star-revue.com/love-notes-readers-compiled-kimberly-gail-price/,,['Feature Story']
Lucrecia Dalt At the Issue Project Room: Feb 16,2019,Feb 1st,http://www.star-revue.com/lucrecia-dalt-at-the-issue-project-room-feb-16/,,['Music']
Lust at Lot 45 Friday: Feb 15,2019,Feb 1st,http://www.star-revue.com/lust-at-lot-45-friday-feb-15/,,['Music']
"MIC DROP: Organizing against monsters, by Mike Racioppo",2017,Apr 19th,http://www.star-revue.com/mic-drop-organizing-monsters-mike-racioppo/,,"['Column', 'Op Ed']"
"MIKE DROP: Losing and Learning at LICH, by Mike Racioppo",2017,Mar 8th,http://www.star-revue.com/mike-drop-losing-learning-lich-mike-racioppo/,,['Column']
"MIKE DROP: Originalism steals time, by Mike Racoppo",2017,Feb 9th,http://www.star-revue.com/mike-drop-originalism-steals-time-mike-racoppo/,1,['Column']
"MIKE DROP: Two Teams on the Dole, by Michael Racioppo",2017,Jul 19th,http://www.star-revue.com/mike-drop-tale-two-teams-dole-michael-racioppo/,,"['Column', 'Op Ed']"
"MIKE DROP: New York State should take the lead in combating climate change, by Michael Racioppo",2017,May 2nd,http://www.star-revue.com/mic-drop-new-york-state-take-lead-combating-climate-change-michael-racioppo/,,"['Column', 'Op Ed']"
"Making Red Hook Better, by George Fiala",2018,Apr 2nd,http://www.star-revue.com/making-red-hook-better-george-fiala/,2,['Editorials']
"Man vs. Nature: The Life of a Barge, by Kimberly Gail Price",2015,May 7th,http://www.star-revue.com/man-vs-nature-the-life-of-a-barge-by-kimberly-gail-price/,3,['Arts']
"March 14th is Pi day, by Kimberly Gail Price",2017,Mar 13th,http://www.star-revue.com/march-14th-pi-day-kimberly-gail-price/,,['Uncategorized']
"March Arts Calendar and Picks, by Matt Caprioli",2018,Mar 5th,http://www.star-revue.com/march-arts-calendar-picks-matt-caprioli/,,['Arts']
"March Happenings, by Kimberly Gail Price",2014,Mar 9th,http://www.star-revue.com/march-happenings-by-kimberly-gail-priced/,,['Uncategorized']
March Newsbrief: Narcotics Taken Off the Streets and Other 76th Precinct Updates,2019,Mar 31st,http://www.star-revue.com/march-newsbrief-narcotics-taken-off-the-streets-and-other-76th-precinct-updates/,,['76th Precinct']
"March teaches Red Hook kids about MLK’s legacy, by Noah Phillips",2017,Jan 16th,http://www.star-revue.com/march-teaches-red-hook-kids-mlks-legacy-noah-phillips/,,"['Coffey Park', 'Community Organizations', 'Red Hook Justice Center', 'Red Hook Non Profits']"
Mark Shames on politics and zoning,2015,Jun 3rd,http://www.star-revue.com/mark-shames-on-politics-and-zoning/,1,['Column']
Mark Shames’ political column,2014,Sep 2nd,http://www.star-revue.com/mark-shames-political-column/,,"['Column', 'Politics']"
Mark Your Calendars: Pop-Up Living Room Art Exhibition Coming to Red Hook,2019,May 5th,http://www.star-revue.com/mark-your-calendars-pop-up-living-room-art-exhibition-coming-to-red-hook/,0,"['Arts', 'Red Hook']"
"Mark your calendars for DTE’s annual extravaganza, by Nathan Weiser",2017,May 25th,http://www.star-revue.com/mark-calendars-dtes-annual-extravaganza-nathan-weiser/,,"['Arts', 'Community Organizations', 'Red Hook Non Profits']"
"Mark’s Corner: Nydia’s passion and engagement a stark contrast to supposed opponent, by Mark Shames",2016,Feb 8th,http://www.star-revue.com/3098-2/,,"['Column', 'Politics']"
"Mark’s Corner: We have a better mayor  than some think, by Mark Shames",2016,Jan 21st,http://www.star-revue.com/marks-corner-we-have-a-better-mayor-than-some-think-by-mark-shames/,,['Column']
Mark’s Corner: Why I support Hillary,2016,Apr 7th,http://www.star-revue.com/marks-corner-support-hillary/,1,['Column']
Marty Maher on Parks: The finish time for all of the project remains unchanged,2019,Apr 1st,http://www.star-revue.com/marty-maher-on-parks-the-finish-time-for-all-of-the-project-remains-unchanged/,,"['Red Hook', 'Red Hook Parks']"
Mary-Elaine Jenkins delivers the perfect fall album,2018,Nov 7th,http://www.star-revue.com/mary-elaine-jenkins-delivers-perfect-fall-album/,,"['Arts', 'Music']"
May 15 Pirate’s Ball to raise funds for Waterfront Museum repairs,2015,Apr 2nd,http://www.star-revue.com/may-15-pirates-ball-to-raise-funds-for-waterfront-museum-repairs/,,['Waterfront']
May Arts Calendar Picks,2019,May 1st,http://www.star-revue.com/may-arts-calendar-picks/,,['Arts']
"Media Critique is Art at Pioneer Works show,  by Diana McClure",2016,Jul 8th,http://www.star-revue.com/media-critique-art-pioneer-works-show-diana-mcclure/,,['Arts']
"Meet and greet inspires kids at the Miccio Center, by Nathan Weiser",2017,Mar 16th,http://www.star-revue.com/meet-greet-inspires-kids-miccio-center-nathan-weiser/,,['Education']
"Meet “Skip” Williams – hospital hitman,  by Kimberly Gail Price",2013,Nov 25th,http://www.star-revue.com/meet-skip-williams-hospital-hitman-by-kimberly-gail-price/,4,['LICH']
Memoir queen Mary Karr delivers a new stunner with “Tropic of Squalor”,2018,May 8th,http://www.star-revue.com/memoir-queen-mary-karr-delivers-new-stunner-tropic-squalor/,,"['Arts', 'Books']"
Menchaca Statement on Valentino Pier Bathrooms,2014,Oct 28th,http://www.star-revue.com/menchaca-statement-valentino-pier-bathrooms/,,"['Carlos Menchaca', 'Valentino Pier']"
"Menchaca brings NYPD and Red Hook youth together, by Nathan Weiser",2016,Aug 8th,http://www.star-revue.com/menchaca-brings-nypd-red-hook-youth-together-nathan-weiser/,,"['Carlos Menchaca', 'Police', 'Red Hook Houses']"
"Menchaca casts doubt on nursing home proposal, by George Fiala",2015,Sep 4th,http://www.star-revue.com/menchaca-casts-doubt-on-nursing-home-proposal-by-george-fiala/,4,"['Real Estate', 'Uncategorized']"
"Menchaca flexes his muscles on parks issue, by George Fiala",2014,Oct 11th,http://www.star-revue.com/menchaca-flexes-muscles-parks-issue-george-fiala/,9,"['Carlos Menchaca', 'Parks']"
Menchaca for Zuniga – Velazquez for Ortiz,2014,Sep 4th,http://www.star-revue.com/menchaca-zuniga-velazquez-ortiz/,,"['Carlos Menchaca', 'Politics']"
"Menchaca hosts Thor Equity honchos at the Rec Center, by Nathan Weiser",2018,May 10th,http://www.star-revue.com/menchaca-hosts-thor-equity-honchos-rec-center-nathan-weiser/,1,"['Parks', 'Red Hook', 'Red Hook Rec Center', 'Red Hook Recreation Center']"
Menchaca makes endorsement in local assembly race,2014,Sep 3rd,http://www.star-revue.com/menchaca-makes-endorsement-local-assembly-race/,,"['Carlos Menchaca', 'Politics']"
"Menchaca takes on heavy hitting  developer and wins, by George Fiala",2016,Jun 8th,http://www.star-revue.com/menchaca-takes-heavy-hitting-developer-wins-george-fiala/,,"['Carlos Menchaca', 'Oxford Nursing Home', 'Real Estate']"
"Menchaca, NYCHA Promise Asbestos Safety in Public Housing Construction, by Harrison Neuhaus",2014,Jul 29th,http://www.star-revue.com/menchaca-nycha-promise-asbestos-safety-public-housing-construction-harrison-neuhaus/,,"['Carlos Menchaca', 'NYCHA', 'Red Hook Houses']"
Message from Carlos about Valentino Pier,2014,Aug 26th,http://www.star-revue.com/message-carlos-valentino-pier/,3,"['Carlos Menchaca', 'Parks', 'Valentino Pier']"
Message from Carlos: Resilient Together! by Carlos Menchaca,2016,Jun 2nd,http://www.star-revue.com/message-carlos-resilient-together-carlos-menchaca/,,"['Carlos Menchaca', 'Op Ed']"
"Message from Menchaca, by Carlos Menchaca, City Councilman, 38th District",2015,Apr 2nd,http://www.star-revue.com/message-from-menchaca-by-carlos-menchaca-city-councilman-38th-district/,1,"['Carlos Menchaca', 'Column']"
Miccio Center to remain open,2013,Jun 24th,http://www.star-revue.com/miccio-center-to-remain-open/,,"['NYCHA', 'Red Hook Houses', 'Uncategorized']"
"Miccio boxing program a real knockout, by Frances Vidal",2014,Sep 4th,http://www.star-revue.com/miccio-boxing-program-real-knockout-frances-vidal/,3,['Community Organizations']
Michelin Star Born in Gowanus,2018,Dec 4th,http://www.star-revue.com/michelin-star-born-in-gowanusstory-and-photo-by-brett-yates/,,['Food']
"Michelle Williams, by Jenny Belin",2013,Jul 10th,http://www.star-revue.com/michelle-williams-by-jenny-belin/,,['Arts']
Michelle’s Memoir: Brooklyn’s Take,2019,Jan 7th,http://www.star-revue.com/michelles-memoir-brooklyns-take/,,"['Arts', 'Books', 'Red Hook Library']"
"Middle schoolers are participatory budgeters this year, by Kimberly Gail Price",2017,Mar 22nd,http://www.star-revue.com/middle-schoolers-participatory-budgeters-year-kimberly-gail-price/,,"['Carlos Menchaca', 'Education', 'Local Issues - Red Hook']"
"Mike Drop: A petition to normalcy, by Michael Racioppo",2017,Jun 9th,http://www.star-revue.com/mike-drop-petition-normalcy-michael-racioppo/,,"['Op Ed', 'Politics']"
"Mike Drop: Carson & Capra, by Mike Racioppo",2016,Dec 23rd,http://www.star-revue.com/mike-drop-carson-capra-mike-racioppo/,,"['Column', 'Op Ed']"
"Mike Drop: LICH RFP led to a Really Flawed Process, by Mike Racioppo",2016,Nov 10th,http://www.star-revue.com/mike-drop-lich-rfp-led-really-flawed-process-mike-racioppo/,1,['Column']
"Mike Drop: No Neutral Choices, by Mike Racioppo",2016,Nov 6th,http://www.star-revue.com/mike-drop-no-neutral-choices-mike-racioppo/,2,"['Column', 'Editorials']"
"Mike Drop: WHO, WHAT, WHEN, HOW, by Mike Racioppo",2016,Dec 5th,http://www.star-revue.com/mike-drop-mike-racioppo/,2,"['Column', 'Editorials']"
"Mike’s Say:  Fall Previews, by Michael Racioppo",2016,Sep 4th,http://www.star-revue.com/mikes-say-fall-previews-michael-racioppo/,1,['Column']
Miniature golf coming to Red Hook! by Halley Bondy,2016,Jan 11th,http://www.star-revue.com/miniature-golf-coming-to-red-hook-by-halley-bondy/,,['Red Hook Merchants']
"Miracle on Mill Street, by Noah Phillips",2016,Oct 17th,http://www.star-revue.com/miracle-mill-street-noah-phillips/,,"['Environment', 'Local Issues - Red Hook', 'NYCHA', 'Red Hook Senior Center', 'Sandy Related']"
"Mom creates Brooklyn, Whatever",2019,May 5th,http://www.star-revue.com/mom-creates-brooklyn-whatever/,0,['Small Business']
"More on the Pier 9 Rockfest, by George Fiala",2014,Aug 4th,http://www.star-revue.com/pier-9-rockfest-george-fiala/,,"['Feature Story', 'Police', 'Port Authority']"
"More than just a place to drown pints, by Kevin McCormack",2014,May 1st,http://www.star-revue.com/more-than-just-a-place-to-drown-pints-by-kevin-mccormack/,,"['Bars', 'Entertainment']"
"Morning Music with James McBride, by Emily Kluver",2016,Nov 29th,http://www.star-revue.com/morning-music-james-mcbride-emily-kluver/,1,['Music']
Moth into the Flame: What the popular storytelling phenomenon  reveals about our sorry state of mind,2018,Dec 4th,http://www.star-revue.com/moth-into-the-flame-what-the-popular-storytelling-phenomenon-reveals-about-our-sorry-state-of-mind-by-brett-yates/,10,"['Arts', 'Bars']"
Music Previews: Hank Roberts Trio & New Andalucia,2019,Jan 12th,http://www.star-revue.com/music-previews-hank-roberts-trio-new-andalucia/,,['Music']
"Music invades the Justice Center, by Highnote Legalese",2017,Apr 2nd,http://www.star-revue.com/music-invades-justice-center-highnote-legalese/,,['Blue Pencil Lunar-Revue']
My Ticketmaster Nightmare,2019,Feb 8th,http://www.star-revue.com/my-ticketmaster-nightmare/,,['Internet Life']
"Mystery Junk in the Gowanus, by Emily Kluver",2016,Oct 13th,http://www.star-revue.com/mystery-junk-gowanus-emily-kluver/,1,"['Gowanus Canal', 'History']"
"Mystery Junk in the Gowanus: Continued, by Emily Kluver",2016,Nov 18th,http://www.star-revue.com/mystery-junk-gowanus-continued-emily-kluver/,,"['Environment', 'Gowanus Canal']"
NYC Restaurant Week Winter ’19: South Brooklyn Edition,2019,Feb 6th,http://www.star-revue.com/nyc-restaurant-week-winter-19-south-brooklyn-edition/,,['Food']
NYCHA Announces Maximum Income Policy and Section 18 Dispositions,2019,Mar 8th,http://www.star-revue.com/nycha-announces-maximum-income-policy-and-section-18-dispositions/,,['NYCHA']
"NYCHA a no show at their own meeting, by Nic Cavell",2013,Feb 14th,http://www.star-revue.com/nycha-a-no-show-at-their-own-meeting-by-nic-cavell/,,['NYCHA']
NYCHA construction begins five years after Sandy,2017,Oct 9th,http://www.star-revue.com/nycha-construction-begins-five-years-sandy/,,['NYCHA']
"NYCHA must think its tenants are stoned junkies, by George Fiala",2016,Dec 22nd,http://www.star-revue.com/nycha-must-think-tenants-stoned-junkies-george-fiala/,,['Red Hook Houses']
NYU Langone Assesses Red Hook Health,2019,Jan 3rd,http://www.star-revue.com/nyu-langone-assesses-red-hook-health/,1,"['Health', 'LICH', 'Red Hook', 'Uncategorized']"
