"dcp_name","dcp_ceqrnumber","dcp_projectname","dcp_projectbrief","dcp_publicstatus_simp","dcp_borough","dcp_ulurp_nonulurp","dcp_communitydistricts","actiontypes","dcp_certifiedreferred","dcp_femafloodzonea","dcp_femafloodzonecoastala","dcp_femafloodzoneshadedx","dcp_femafloodzonev","applicants","lastmilestonedate","total_projects","has_centroid","center","ulurpnumbers"
"P1986K0818","86-276K","BROOKLYN WEST BOROUGH REPAIR SHOP","DEPARTMENTAL BORO REPAIR SHOP FOR MAINTENANCE AND REPAIR OF VEHICLES","Completed","Brooklyn","ULURP","BK06","PS","1987-05-18T04:00:00.000Z",,,,,,"1987-06-15T04:00:00.000Z",309,true,"[-74.0094857483312,40.6710021920787]","[""I860957PSK""]"
"P1987K0020",,"186 RICHARDS & 393 VAN BRUNT STS","DISPOSITION OF CITY-OWNED PROPERTY, 2 PARCELS.*BL576 LOT37. BL598 LOT6.","Completed","Brooklyn","ULURP","BK06","PP;PP","1986-09-17T04:00:00.000Z",,,,,,"1986-10-29T05:00:00.000Z",309,true,"[-74.0131460379041,40.6760121486756]","[""C870021PPK""]"
"P1986K0924",,"503 PRESIDENT ST","DISPOSITION OF CITY-OWNED PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1986-08-20T04:00:00.000Z",,,,,,"1986-09-17T04:00:00.000Z",309,true,"[-73.9863533318593,40.6781400870336]","[""C861082PPK""]"
"P1985K0020","85-003K","ATLANTIC AVE TUNNEL","THE ATLANTIC AVE TUNNEL TO BE USED AS A MUSEUM & CONSTRUCT- ING ACCESS TO TUNNEL AT N.E. CORNER OF COURT SQ. & ATLANTIC","Completed","Brooklyn","ULURP","BK02;BK06","GF","1986-05-12T04:00:00.000Z",,,,,"BKLYN HISTORIC RAILWAY ASSOC","1986-08-27T04:00:00.000Z",309,false,"[null,null]","[""C850022GFK""]"
"P1986K0229","86-073K","BARTEL PRITCHARD SQ","86-073K: PROPOSED REZONING BY DCP_OF AND AREA SURROUNDING BARTEL PRITCHARD SQ. EXTENDING APPROX. L00 FEET FROM STREET LINE","Completed","Brooklyn","ULURP","BK06;BK07","ZM","1985-10-28T05:00:00.000Z",,,,,,"1986-02-26T05:00:00.000Z",309,false,"[null,null]","[""C860289ZMK""]"
"P1986K0059","85-336K","SANDERS THEATRE","CONVERSION OF A MOVIE THEATRE INTO A 38 RESIDENTIAL APARTMENT HOUSE","Completed","Brooklyn","Non-ULURP","BK06","ZC","1986-02-13T05:00:00.000Z",,,,,"CINEMA REALTY CORP/ROTHKRUG, LEO","1986-02-13T05:00:00.000Z",309,true,"[-73.9798427745772,40.6616190623668]","[""N860069ZCK""]"
"P1986K0141",,"LDA","DISPO 'AS IS' OF A 4 STORY NEW/LAW WALKUP W/8 RESDL UNITS*TO AN ARTICLE XI HDFC. BLDG IS NOW IN THE DAMP LEASING*BUREAU","Completed","Brooklyn","ULURP","BK06","HD","1985-10-15T04:00:00.000Z",,,,,,"1985-12-11T05:00:00.000Z",309,true,"[-73.9822678258282,40.6728936716135]","[""C860175HDK""]"
"P1985K0940",,"DISPOSITION OF CITY-OWNED PROPERTY","DISPOSITION OF CITY-OWNED PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1985-08-05T04:00:00.000Z",,,,,,"1985-10-02T04:00:00.000Z",309,false,"[null,null]","[""C851003PPK""]"
"P1985K0986",,"505 PRESIDENT ST","LDA-DISPO 'AS IS' OF A 4 STORY OLD LAW WALK-UP W/1 COMMRL &*7 RESDL UNITS. BLDG IS IN THE DAMP LEASING BUREAU","Completed","Brooklyn","ULURP","BK06","HD","1985-08-14T04:00:00.000Z",,,,,,"1985-09-11T04:00:00.000Z",309,true,"[-73.9862870247492,40.6781143813463]","[""C851071HDK""]"
"P1985K0059",,"SIDEWALK ON THE N/S/O 6TH ST BET 8TH & 7TH AVES","RENEWAL-CONSENT TO CONTINUE TO MAINTAIN & USE AN IRON*PICKET FENCE. N/S/O 6TH ST BET 8TH & 7TH AVES.","Completed","Brooklyn","ULURP","BK06","GF","1985-04-16T04:00:00.000Z",,,,,,"1985-05-22T04:00:00.000Z",309,false,"[null,null]","[""C850070GFK""]"
"P1984K0967","84-182K","STG II REDHOOK MARINE TER","DEMAPPING OF STS W/IN STAGE II EXPANSION OF RED HOOK MARINE*TERMINAL W/IN R.H.I.D.A.","Completed","Brooklyn","ULURP","BK06","MM","1985-04-15T04:00:00.000Z",,,,,"PORTS","1985-05-22T04:00:00.000Z",309,false,"[null,null]","[""C841080MMK""]"
"P1985K0416",,"92 LUQUEER ST.","DISPOSITION OF CITY-OWNED PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1985-02-19T05:00:00.000Z",,,,,,"1985-04-03T05:00:00.000Z",309,true,"[-74.0017135157172,40.6778709999054]","[""C850439PPK""]"
"P1985K0375",,"LDA","DISPO OF 2 4-STORY OLD LAW WALK-UPS 'AS IS' CONTAINING 16*RESDL & 2 COMMRL UNITS TO AN ARTICLE XI HDFC'S. BLDGS ARE*IN THE DAMP LEASING BUREAU","Completed","Brooklyn","ULURP","BK06","HD;HD","1985-02-13T05:00:00.000Z",,,,,,"1985-03-06T05:00:00.000Z",309,true,"[-73.9838632915784,40.6769098020041]","[""C850399HDK""]"
"P1985K0278",,"147-147A COLUMBIA ST","DISPOSITION OF CITY-OWNED PROPERTY, 2 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1985-01-03T05:00:00.000Z",,,,,,"1985-03-06T05:00:00.000Z",309,true,"[-74.0015173834173,40.6868333851499]","[""C850295PPK""]"
"P1985K0130",,"640 UNION & 327-329 4TH STS","DISPOSITION OF CITY-OWNED PROPERTY, 2 PARCELS. 640 UNION ST*& 327-329 4TH ST. BL955 982. LOT18,68.","Completed","Brooklyn","ULURP","BK06","PP;PP","1984-11-07T05:00:00.000Z",,,,,,"1985-01-07T05:00:00.000Z",309,true,"[-73.9828449139178,40.6732875780984]","[""C850145PPK""]"
"P1985K0230",,"FORMER PUBLIC BATH NO.7","LANDMARK-LP1287","Completed","Brooklyn","Non-ULURP","BK06","HK","1984-10-22T04:00:00.000Z",,,,,,"1984-10-31T05:00:00.000Z",309,true,"[-73.9830396369089,40.676794199016]","[""N850248HKK""]"
"P1984K1320",,"MARCO POLO REST","RENEWAL-ENCLOSED SIDEWALK CAFE; Additional DCA #(s): CA78992","Completed","Brooklyn","Non-ULURP","BK06","TC","1984-10-10T04:00:00.000Z",,,,,,"1984-10-10T04:00:00.000Z",309,true,"[-73.9956808662483,40.6821991742864]","[""N840777TCK""]"
"P1984K0728",,"132 DOUGLAS ST","DISPOSITION OF CITY-OWNED PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1984-07-03T04:00:00.000Z",,,,,,"1984-08-22T04:00:00.000Z",309,true,"[-73.9899905407435,40.682325686428]","[""C840820PPK""]"
"P1984K0805",,"157 DIKEMAN ST","DISPOSITION OF CITY-OWNED PROPERTY, 3 PARCELS","Completed","Brooklyn","ULURP","BK06","PP;PP","1984-06-19T04:00:00.000Z",,,,,,"1984-07-25T04:00:00.000Z",309,true,"[-74.0152891006377,40.6776665764087]","[""C840899PPK""]"
"P1984K0765",,"NO. FLATBUSH BID","NORTH FLATBUSH AVE BUSINESS IMPRVMENT DIST PLAN ON BEHALF*OF NO FLATBUSH AVE BETTERMENT COMMUNITY","Completed","Brooklyn","Non-ULURP","BK02;BK06;BK08","BD","1984-05-25T04:00:00.000Z",,,,,,"1984-07-25T04:00:00.000Z",309,false,"[null,null]","[""N840870BDK""]"
"P1984K0422",,"302 W7TH ST & 618 PACIFIC ST","DISPOSITION OF CITY-OWNED PROPERTY, 2 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1984-03-27T05:00:00.000Z",,,,,,"1984-04-25T04:00:00.000Z",309,false,"[null,null]","[""C840463PPK""]"
"P1984K0456",,"WARREN ST PARTNERSHIP HOMES","UDAAP","Completed","Brooklyn","ULURP","BK06","HA;HA;HA;HA","1984-03-20T05:00:00.000Z",,,,,,"1984-04-04T04:00:00.000Z",309,true,"[-73.9786789166183,40.6807680872515]","[""C840498HAK""]"
"P1984K0348",,"511 HENRY ST,329 3RD ST 435 7TH AVE","DISPOSITION OF 3 PARCELS OF CITY-OWNED PROPERTY","Completed","Brooklyn","ULURP","BK06","PP;PP;PP","1984-02-21T05:00:00.000Z",,,,,,"1984-04-04T04:00:00.000Z",309,true,"[-73.9879368238934,40.6723901961682]","[""C840387PPK""]"
"P1984K0296",,"435 7TH AVE,67 5TH AVE","DISPOSITION OF 2 PARCELS OF CITY-OWNED PROPERTY CONSISTING*OF 1,4-STORY AND 1,3-STORY BUILDINGS","Completed","Brooklyn","ULURP","BK06","PP;PP","1984-02-07T05:00:00.000Z",,,,,,"1984-03-07T05:00:00.000Z",309,true,"[-73.9817018945324,40.669598247028]","[""C840332PPK""]"
"P1981K0680",,"S/0 HENRY ST BET BALTIC & WARREN STS","CHANGE IN THE CITY MAP TO ALLOW THE PURCHASE OF 10FT ON THE*EASTERLY BY THE APPLICANT","Completed","Brooklyn","ULURP","BK06","MM","1983-12-19T05:00:00.000Z",,,,,,"1984-02-01T05:00:00.000Z",309,false,"[null,null]","[""C810213MMK""]"
"P1984K0241",,"161-3 DIKEMAN ST","DISPOSITION OF CITY-OWNED PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1984-01-10T05:00:00.000Z",,,,,,"1984-02-01T05:00:00.000Z",309,true,"[-74.0155364765618,40.6778515487059]","[""C840274PPK""]"
"P1984K0069",,"DISPOSITION OF CITY-OWNED PROPERTY","DISPOSITION OF CITY-OWNED PROPERTY, 25 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1983-10-27T04:00:00.000Z",,,,,,"1983-11-23T05:00:00.000Z",309,false,"[null,null]","[""C840080PPK""]"
"P1983K0118",,"6TH ST BET 8TH & 7TH AVES & 8TH AVE BET 5TH & 7TH ","FRANCHISE RENEWAL FOR FENCE ABOVE GROUND BEGINNING 5/25/82*TO CONTINUE TO MAINTAIN & USE(10YRS)","Completed","Brooklyn","ULURP","BK06","GF","1983-09-22T04:00:00.000Z",,,,,,"1983-11-21T05:00:00.000Z",309,false,"[null,null]","[""C830138GFK""]"
"P1984K0155",,"494 ATLANTIC AVE","UDAAP-REHAB OF VACANT BLDG FOR 4 RESD'L & 1 COMM'L UNITS FOR*CO-OP & 1 OFF UNIT FOR BRKLYN HISPANIC COMM'L ORGANIZATION,*INC","Completed","Brooklyn","Non-ULURP","BK06","HA","1983-11-02T05:00:00.000Z",,,,,,"1983-11-02T05:00:00.000Z",309,true,"[-73.981973821101,40.6855287264958]","[""N840193HAK""]"
"P1983K2004",,"THE CARRIAGE HOUSE","RENEWAL-ENCLOSED SIDEWALK CAFE'; Additional Other #(s): 802116","Completed","Brooklyn","Non-ULURP","BK06","TC","1983-10-24T04:00:00.000Z",,,,,,"1983-10-24T04:00:00.000Z",309,true,"[-73.9812453026934,40.6677093007876]","[""N831115TCK""]"
"P1983K0877",,"DISPOSITION OF CITY-OWNED PROPERTY","DISPO OF CITY-PROPERTY, 12PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1983-08-16T04:00:00.000Z",,,,,,"1983-10-12T04:00:00.000Z",309,false,"[null,null]","[""C831182PPK""]"
"P1983K0769",,"CARROLL,BOND,1ST & HOLY STS","URP FOR CARROLL GARDEN URA","Completed","Brooklyn","ULURP","BK06","HG;HU;HD","1983-05-23T04:00:00.000Z",,,,,,"1983-08-31T04:00:00.000Z",309,false,"[null,null]","[""C831019HUK"",""C831020HDK"",""N831018HGK""]"
"P1983K0644",,"8785 SACKETT ST","UDAAP FOR COLUMBIA ST URA","Completed","Brooklyn","ULURP","BK06","HA","1983-06-10T04:00:00.000Z",,,,,,"1983-07-13T04:00:00.000Z",309,false,"[null,null]","[""C830892HAK""]"
"P1983K0680",,"0/B/0 HPD","DISPO OF CITY-OWNED PROPERTY,2 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1983-06-14T04:00:00.000Z",,,,,,"1983-07-13T04:00:00.000Z",309,false,"[null,null]","[""C830929PPK""]"
"P1983K0690",,"49 5TH AVE","LDA","Completed","Brooklyn","ULURP","BK06","HD","1983-06-10T04:00:00.000Z",,,,,,"1983-07-13T04:00:00.000Z",309,true,"[-73.9768675012118,40.6812168471167]","[""C830947HDK""]"
"P1983K0160",,"COLUMBIA ST URA","CHANGE M1-1 TO R6 W/PARTIAL C1 OVERLAY","Completed","Brooklyn","ULURP","BK06","ZM","1982-12-20T05:00:00.000Z",,,,,,"1983-04-06T04:00:00.000Z",309,false,"[null,null]","[""C830178ZMK""]"
"P1983K0376",,"DISPOSITION OF CITY-OWNED PROPERTY","DISPOSITION OF CITY-OWNED PROPERTY 47 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1983-02-22T05:00:00.000Z",,,,,,"1983-03-23T05:00:00.000Z",309,false,"[null,null]","[""C830407PPK""]"
"P1983K0066","82-295K","Omnibus Service","RENEWAL OF FRANCHISE CONTRACT TO OPERATE AN OMNIBUS SERVICE*FROM WILLIAMSBURG TO BORO PARK","Completed","Brooklyn","ULURP","BK01;BK02;BK06;BK07;BK12","BF","1982-11-01T05:00:00.000Z",,,,,,"1983-03-09T05:00:00.000Z",309,false,"[null,null]","[""C830064BFK""]"
"P1982K0246",,"BUTLER ST FROM 5TH AVE,NEW ST FROM BALTIC ST RUNNI","DEMAP BUTLER ST FROM 5TH AVE & ESTABLISH A NEW STREET FROM*BALTIC ST RUNNING PARALLEL TO 5TH AVE","Completed","Brooklyn","ULURP","BK06","MM","1982-11-30T05:00:00.000Z",,,,,,"1982-12-08T05:00:00.000Z",309,false,"[null,null]","[""C820276MMK""]"
"P1983K0123",,"199 WARREN ST","MINOR MODIF TO THE SPECIAL PERMIT","Completed","Brooklyn","Non-ULURP","BK06","ZS","1982-09-28T04:00:00.000Z",,,,,,"1982-10-18T04:00:00.000Z",309,true,"[-73.9950061419503,40.6875002252261]","[""M800447AZSK""]"
"P1982K0993",,"162, 182, 147-149 5TH AVE","UDAAP*162 5TH AVE BL946 LOT53 BL947 LOT8 BL949 LOT50","Completed","Brooklyn","ULURP","BK06","HA;HA;HA","1982-08-31T04:00:00.000Z",,,,,,"1982-10-06T04:00:00.000Z",309,true,"[-73.9795639134107,40.6778292000676]","[""C821152HAK""]"
"P1982K0995",,"345 3RD ST","LDA*345 3ND ST BL974 LOT50","Completed","Brooklyn","ULURP","BK06","HD","1982-08-31T04:00:00.000Z",,,,,,"1982-10-06T04:00:00.000Z",309,true,"[-73.983813446115,40.6733314036688]","[""C821154HDK""]"
"P1982K1036",,"DISPOSITION OF CITY-OWNED PROPERTY","DISPOSITION OF 1 PARCEL OF CITY-OWNED PROPERTY","Completed","Brooklyn","ULURP","BK06","PP","1982-08-31T04:00:00.000Z",,,,,,"1982-10-06T04:00:00.000Z",309,false,"[null,null]","[""C821193PPK""]"
"P1982K0956",,"DISPOSITION OF CITY-OWNED PROPERTY","DISPOSITION OF 3 PARCELS OF CITY-OWNED PROPERTY*BL534 LOT6,7 BL970_LOT7","Completed","Brooklyn","ULURP","BK06","PP","1982-08-05T04:00:00.000Z",,,,,,"1982-08-23T04:00:00.000Z",309,false,"[null,null]","[""C821099PPK""]"
"P1982K0815",,"639 PRESIDENT ST","LDA","Completed","Brooklyn","ULURP","BK06","HD","1982-06-29T04:00:00.000Z",,,,,,"1982-08-11T04:00:00.000Z",309,true,"[-73.9814638676757,40.67621562455]","[""C820931HDK""]"
"P1982K0774",,"168 COFFEY ST","UDAAP","Completed","Brooklyn","ULURP","BK06","HA","1982-06-08T04:00:00.000Z",,,,,,"1982-06-16T04:00:00.000Z",309,false,"[null,null]","[""C820889HAK""]"
"P1982K0849",,"294 SMITH ST","UDAAP","Completed","Brooklyn","Non-ULURP","BK06","HA","1982-06-02T04:00:00.000Z",,,,,,"1982-06-02T04:00:00.000Z",309,true,"[-73.9939339235879,40.6820179051302]","[""N820981HAK""]"
"P1982K0797",,"253-269 PRESIDENT ST & 358-366 COURT ST","LANDMARK-SO CONGREGATIONAL CHURCH, CHAPEL, LADIES PARLOR &*RECTORY","Completed","Brooklyn","Non-ULURP","BK06","HK;HK","1982-05-17T04:00:00.000Z",,,,,,"1982-05-17T04:00:00.000Z",309,true,"[-73.9964816168945,40.6820363832161]","[""N820914HKK""]"
"P1982K0514",,"DISPOSITION OF CITY-OWNED PROPERTY","DISPOSITION OF 6 PARCELS OF CITY-OWNED PROPERTY","Completed","Brooklyn","ULURP","BK06","PP","1982-03-15T05:00:00.000Z",,,,,,"1982-04-19T04:00:00.000Z",309,false,"[null,null]","[""C820591PPK""]"
"P1981K0986",,"KANE, HICKS, DEGRAW & COLUMBIA STS","CHANGE M1-1 TO R6","Completed","Brooklyn","ULURP","BK06","ZM","1982-02-22T05:00:00.000Z",,,,,,"1982-03-08T05:00:00.000Z",309,false,"[null,null]","[""I810572ZMK""]"
"P1981K0684",,"KING,CONOVER,SULLIVAN,WOLCOTT,FERRIS,DIKEMAN STS","CONSENT TO MAINTAIN & USE COAXIAL & CONTROL CABLES OVER &*ACROSS","Completed","Brooklyn","ULURP","BK06","GF","1982-01-25T05:00:00.000Z",,,,,,"1982-02-24T05:00:00.000Z",309,false,"[null,null]","[""C810238GFK""]"
"P1982K0410",,"NYC SHOPSTEADING PROGRAM","UDAAP","Completed","Brooklyn","Non-ULURP","BK06","HA","1981-12-21T05:00:00.000Z",,,,,,"1981-12-21T05:00:00.000Z",309,false,"[null,null]","[""N820461HAK""]"
"P1982K0212",,"429 BERGEN ST","LDA","Completed","Brooklyn","ULURP","BK06","HD","1981-09-28T04:00:00.000Z",,,,,,"1981-12-09T05:00:00.000Z",309,true,"[-73.9766684176817,40.6815131254112]","[""C820232HDK""]"
"P1982K0082",,"DISPOSITION OF CITY-OWNED PROPERTY","DISPOSITION OF CITY-OWNED PROPERTY_1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1981-08-17T04:00:00.000Z",,,,,,"1981-12-09T05:00:00.000Z",309,false,"[null,null]","[""C820093PPK""]"
"P1982K0111",,"DISPOSITION OF CITY-OWNED PROPERTY","DISPOSITION OF CITY-OWNED PROPERTY_2 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1981-10-19T04:00:00.000Z",,,,,,"1981-11-18T05:00:00.000Z",309,false,"[null,null]","[""C820122PPK""]"
"P1981K0967",,"4TH AVE, 5TH AVE, DOUGLAS & BALTIC STS","URBAN RENEWAL DESIGNATION FOR BALTIC ST URA-SITES*1,2A,2B,2C3A,3B","Completed","Brooklyn","Non-ULURP","BK06","HG","1981-06-29T04:00:00.000Z",,,,,,"1981-10-28T05:00:00.000Z",309,false,"[null,null]","[""N810533HGK""]"
"P1981K1014",,"DISPOSITION OF CITY-OWNED PROPERTY","DISPO OF CITY-OWNED EASEMENT PROPERTY,1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1981-07-13T04:00:00.000Z",,,,,,"1981-10-28T05:00:00.000Z",309,false,"[null,null]","[""C810589PPK""]"
"P1981K0969",,"PRESIDENT ST BND SVAN BURNT & CARROLL STS","LDA-COLUMBIA ST URA,SITE 10,","Completed","Brooklyn","ULURP","BK06","HD","1981-10-05T04:00:00.000Z",,,,,,"1981-10-28T05:00:00.000Z",309,true,"[-74.005259814331,40.68408405851]","[""C810536HDK""]"
"P1982K0257",,"4TH 5TH AVES, DOUGLAS BALTIC STS","MODIFICATION TO BALTIC ST RUP SITES 1 2A 2B 2C","Completed","Brooklyn","Non-ULURP","BK06","HU","1981-10-06T04:00:00.000Z",,,,,,"1981-10-28T05:00:00.000Z",309,false,"[null,null]","[""M810432AHUK""]"
"P1981K0938",,"4TH AVE, 5TH AVE, BALTIC & BUTLER STS","ZO MAP CHANGE TO ESTABLISH C1-3 OVERLAY ON EXISTING R6 TO*PERMIT CONST OF A SUPERMARKET","Completed","Brooklyn","ULURP","BK06","ZM","1981-06-29T04:00:00.000Z",,,,,,"1981-10-28T05:00:00.000Z",309,false,"[null,null]","[""C810498ZMK""]"
"P1982K0219",,"MINOR MOD","MINOR MODIF TO SPEC PERMIT & RESTRICTIVE DECLARATION*REGARDING PKG CHANGE IN DEVELOPMENT IN ACCORDANCE*W/UNDERLYING ZONING","Completed","Brooklyn","Non-ULURP","BK06","ZS","1981-09-21T04:00:00.000Z",,,,,,"1981-10-13T04:00:00.000Z",309,false,"[null,null]","[""M780389AZSK""]"
"P1980K0996",,"MINOR ADJUSTMENT ","MINOR ADJUSTMENT IN DIMENSIONS & ANGLES SHOWN ON BP MAP*NO. X-2302","Completed","Brooklyn","Non-ULURP","BK02;BK06;BK15;BK17;BK18","MM","1981-10-06T04:00:00.000Z",,,,,,"1981-10-06T04:00:00.000Z",309,false,"[null,null]","[""N800538MMK""]"
"P1981K0871",,"4TH AVE 5TH AVE DOUGLAS & BALTIC STS","This is an application by the NYC Department of Housing Preservation and Development for disposition of three City-owned sites within the Baltic Street Urban Renewal Area to facilitate the development of fifty to one hundred fifty owner-occupied one- to three-family homes affordable by moderate income families in the Park Slope neighborhood of Brooklyn Community District 6.","Completed","Brooklyn","ULURP","BK06","HD;HU;HD","1981-06-29T04:00:00.000Z",,,,,,"1981-10-06T04:00:00.000Z",309,false,"[null,null]","[""C810432HUK"",""C810433HDK"",""C810535HDK""]"
"P1981K0662",,"DISPOSITION OF CITY-OWNED PROPERTY","DISPO OF CITY-OWNED PROPERTY,1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1981-04-21T04:00:00.000Z",,,,,,"1981-08-12T04:00:00.000Z",309,false,"[null,null]","[""C810226PPK""]"
"P1981K0704",,"WARREN ST PROJECT","UDAAP","Completed","Brooklyn","ULURP","BK06","HA","1981-04-27T04:00:00.000Z",,,,,,"1981-08-12T04:00:00.000Z",309,false,"[null,null]","[""C810256HAK""]"
"P1980K1036",,"AMITY ST WEST OF HENRY ST","RENEWAL OF CONSENT TO CONTINUE TO MAINTAIN & USE A BRIDGE*OVER & ACROSS","Completed","Brooklyn","ULURP","BK06","GF","1981-06-15T04:00:00.000Z",,,,,,"1981-07-29T04:00:00.000Z",309,false,"[null,null]","[""C800652GFK""]"
"P1981K0861",,"RED HOOK I","ELIMINATION, DISCONTINUANCE & CLOSING OF RED HOOK TERMINAL*SITE","Completed","Brooklyn","ULURP","BK06","MM","1981-05-26T04:00:00.000Z",,,,,,"1981-07-13T04:00:00.000Z",309,false,"[null,null]","[""C810418MMK""]"
"P1981K0659",,"DISPOSITION OF CITY-OWNED PROPERTY","DISPOSITION OF CITY-OWNED PROPERTY,10 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1981-03-30T05:00:00.000Z",,,,,,"1981-07-08T04:00:00.000Z",309,false,"[null,null]","[""C810223PPK""]"
"P1981K0506",,"SALE OF CITY-OWNED PROPERTY","SALE OF CITY-OWNED PROPERTY, 13 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1981-02-17T05:00:00.000Z",,,,,,"1981-06-01T04:00:00.000Z",309,false,"[null,null]","[""C810068PPK""]"
"P1981K0436",,"118-20, 112-24, 126-28 STERLING PL","UDAAP","Completed","Brooklyn","ULURP","BK06","HA;HA;HA","1981-02-09T05:00:00.000Z",,,,,,"1981-05-20T04:00:00.000Z",309,true,"[-73.9744711173983,40.6771542881773]","[""C801091HAK""]"
"P1980K0980",,"209 WARREN ST","Special Permit under ZR 74-711 to modify bulk and yard requirements for the conversion of a school to residential apartments.  ","Completed","Brooklyn","ULURP","BK06","ZS","1980-09-02T04:00:00.000Z",,,,,,"1981-03-04T05:00:00.000Z",309,true,"[-73.9950061419503,40.6875002252261]","[""C800447ZSK""]"
"P1981K0046",,"SALE OF CITY-OWNED PROPERTY","SALE OF CITY-OWNED PROPERTY, 78 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1980-09-08T04:00:00.000Z",,,,,,"1980-12-23T05:00:00.000Z",309,true,"[-73.9810833486821,40.6759747335965]","[""C800663PPK""]"
"P1981K0034",,"CARROLL ST, COLUMBIA ST & PRESIDENT ST","LDA-COLUMBIA ST URA SITE 2","Completed","Brooklyn","ULURP","BK06","HD;HC;HD;HD;HD","1980-08-18T04:00:00.000Z",,,,,,"1980-12-23T05:00:00.000Z",309,false,"[null,null]","[""C800645HDK"",""C800646HDK"",""C800647HDK"",""C800648HDK"",""N800644HCK""]"
"P1981K0004",,"SALE OF CITY-OWNED PROPERTY","SALE OF CITY-OWNED PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1980-09-08T04:00:00.000Z",,,,,,"1980-12-23T05:00:00.000Z",309,false,"[null,null]","[""C800618PPK""]"
"P1981K0039",,"COLUMBIA ST URA","CHANGE M1-1 TO R6, 3 LOCATIONS IN VICINITY OF COLUMBIA URA*(SITES 1A,1B,1C,2)","Completed","Brooklyn","ULURP","BK06","ZM","1980-08-18T04:00:00.000Z",,,,,,"1980-12-23T05:00:00.000Z",309,false,"[null,null]","[""C800719ZMK""]"
"P1980K0551",,"SALE OF CITY-OWNED PROPERTY","SALE OF CITY-OWNED PROPERTY, 115 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1980-05-27T04:00:00.000Z",,,,,,"1980-09-29T04:00:00.000Z",309,true,"[-73.9900030522362,40.6682634532075]","[""C800273PPK""]"
"P1980K0941",,"VILLA STORICA","NEG SALE-(EMILE JAMES LONGOBARDI) FOR USE AS PARKING AREA*AND OUTDOOR GARDEN FOR ADJACENT RESTAURANT","Completed","Brooklyn","ULURP","BK06","PP","1980-06-02T04:00:00.000Z",,,,,,"1980-09-03T04:00:00.000Z",309,true,"[-73.9890991868443,40.6711566543528]","[""C800399PPK""]"
"P1980K0870",,"SALE OF CITY-OWNED PROPERTY","SALE OF CITY-OWNED PROPERTY, 15 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1980-04-21T04:00:00.000Z",,,,,,"1980-07-30T04:00:00.000Z",309,false,"[null,null]","[""C800358PPK""]"
"P1980K0624",,"SALE OF CITY-OWNED PROPERTY","SALE OF CITY-OWNED PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1980-03-17T05:00:00.000Z",,,,,,"1980-06-18T04:00:00.000Z",309,false,"[null,null]","[""C800165PPK""]"
"P1978K0008",,"Gowanus Street Change","CHANGE IN STREET SYSTEM WITHIN AREA BOUNDED BY GOWANUS*CANAL, 12 ST, 2 AV & HAMILTON AVE","Completed","Brooklyn","ULURP","BK06","MM","1980-01-07T05:00:00.000Z",,,,,,"1980-04-30T04:00:00.000Z",309,false,"[null,null]","[""C770381MMK""]"
"P1980K0298",,"SALE OF CITY-OWNED PROPERTY","SALE OF CITY-OWNED PROPERTY, 76 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1979-12-17T05:00:00.000Z",,,,,,"1980-04-21T04:00:00.000Z",309,false,"[null,null]","[""C790670PPK""]"
"P1980K0162",,"SALE OF CITY-OWNED PROPERTY","SALE OF CITY-OWNED PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1979-10-15T04:00:00.000Z",,,,,,"1980-02-13T05:00:00.000Z",309,false,"[null,null]","[""C790594PPK""]"
"P1979K0548",,"SALE OF CITY-OWNED PROPERTY","SALE OF CITY-OWNED PROPERTY, 3 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1979-07-09T04:00:00.000Z",,,,,,"1979-10-29T05:00:00.000Z",309,false,"[null,null]","[""C790249PPK""]"
